orderid,productid,unitprice,quantity,discount,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,companyname,contactname,contacttitle,address,city,region,postalcode,country,phone,fax,productname,supplierid,categoryid,quantityperunit,unitsinstock,unitsonorder,reorderlevel,discontinued,categoryname,description,picture,ca,order_month,order_year
10261,35,14.4,20,0.0,QUEDE,4,1996-07-19,1996-08-16 00:00:00.000,1996-07-30 00:00:00.000,2,3.05,Que Delícia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil,Que Delícia,Bernardo Batista,Accounting Manager,Rua da Panificadora, 12Rio de Janeiro,RJ,02389-673,Brazil,(21) 555-4252,(21) 555-4545,Steeleye Stout,16,1,24 - 12 oz bottles,20,0,15,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,288.0,1996-07,1996
10262,5,17.0,12,0.2,RATTC,8,1996-07-22,1996-08-19 00:00:00.000,1996-07-25 00:00:00.000,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Chef Anton's Gumbo Mix,2,2,36 boxes,0,0,0,1,Condiments,Sweet and savory sauces relishes spreads and seasonings,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,163.20000000000002,1996-07,1996
10262,7,24.0,15,0.0,RATTC,8,1996-07-22,1996-08-19 00:00:00.000,1996-07-25 00:00:00.000,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,15,0,10,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,360.0,1996-07,1996
10262,56,30.4,2,0.0,RATTC,8,1996-07-22,1996-08-19 00:00:00.000,1996-07-25 00:00:00.000,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,21,10,30,0,Grains/Cereals,Breads crackers pasta and cereal,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,60.8,1996-07,1996
10263,16,13.9,60,0.25,ERNSH,9,1996-07-23,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Pavlova,7,3,32 - 500 g boxes,29,0,10,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,625.5,1996-07,1996
10263,24,3.6,28,0.0,ERNSH,9,1996-07-23,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Guaraná Fantástica,10,1,12 - 355 ml cans,20,0,0,1,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,100.8,1996-07,1996
10263,30,20.7,60,0.25,ERNSH,9,1996-07-23,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,10,0,15,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,931.5,1996-07,1996
10263,74,8.0,36,0.25,ERNSH,9,1996-07-23,1996-08-20 00:00:00.000,1996-07-31 00:00:00.000,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,Ernst Handel,Roland Mendel,Sales Manager,Kirchgasse 6,Graz,,8010,Austria,7675-3425,7675-3426,Longlife Tofu,4,7,5 kg pkg.,4,20,5,0,Produce,Dried fruit and bean curd,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,216.0,1996-07,1996
10264,2,15.2,35,0.0,FOLKO,6,1996-07-24,1996-08-21 00:00:00.000,1996-08-23 00:00:00.000,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,,S-844 67,Sweden,0695-34 67 21,,Chang,1,1,24 - 12 oz bottles,17,40,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,532.0,1996-07,1996
10264,41,7.7,25,0.15,FOLKO,6,1996-07-24,1996-08-21 00:00:00.000,1996-08-23 00:00:00.000,3,3.67,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden,Folk och fä HB,Maria Larsson,Owner,Åkergatan 24,Bräcke,,S-844 67,Sweden,0695-34 67 21,,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,85,0,10,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,163.625,1996-07,1996
10265,17,31.2,30,0.0,BLONP,2,1996-07-25,1996-08-22 00:00:00.000,1996-08-12 00:00:00.000,1,55.28,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,24 place Kléber,Strasbourg,,67000,France,88.60.15.31,88.60.15.32,Alice Mutton,7,6,20 - 1 kg tins,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,936.0,1996-07,1996
10265,70,12.0,20,0.0,BLONP,2,1996-07-25,1996-08-22 00:00:00.000,1996-08-12 00:00:00.000,1,55.28,Blondel père et fils,24 place Kléber,Strasbourg,,67000,France,Blondesddsl père et fils,Frédérique Citeaux,Marketing Manager,24 place Kléber,Strasbourg,,67000,France,88.60.15.31,88.60.15.32,Outback Lager,7,1,24 - 355 ml bottles,15,10,30,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,240.0,1996-07,1996
10266,12,30.4,12,0.05,WARTH,3,1996-07-26,1996-09-06 00:00:00.000,1996-07-31 00:00:00.000,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,86,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,346.55999999999995,1996-07,1996
10267,40,14.7,50,0.0,FRANK,4,1996-07-29,1996-08-26 00:00:00.000,1996-08-06 00:00:00.000,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Boston Crab Meat,19,8,24 - 4 oz tins,123,0,30,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,735.0,1996-07,1996
10267,59,44.0,70,0.15,FRANK,4,1996-07-29,1996-08-26 00:00:00.000,1996-08-06 00:00:00.000,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Raclette Courdavault,28,4,5 kg pkg.,79,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,2618.0,1996-07,1996
10267,76,14.4,15,0.15,FRANK,4,1996-07-29,1996-08-26 00:00:00.000,1996-08-06 00:00:00.000,1,208.58,Frankenversand,Berliner Platz 43,München,,80805,Germany,Frankenversand,Peter Franken,Marketing Manager,Berliner Platz 43,München,,80805,Germany,089-0877310,089-0877451,Lakkalikööri,23,1,500 ml,57,0,20,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,183.6,1996-07,1996
10268,29,99.0,10,0.0,GROSR,8,1996-07-30,1996-08-27 00:00:00.000,1996-08-02 00:00:00.000,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,GROSELLA-Restaurante,Manuel Pereira,Owner,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,(2) 283-2951,(2) 283-3397,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,0,0,0,1,Meat/Poultry,Prepared meats,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,990.0,1996-07,1996
10268,72,27.8,4,0.0,GROSR,8,1996-07-30,1996-08-27 00:00:00.000,1996-08-02 00:00:00.000,3,66.29,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,GROSELLA-Restaurante,Manuel Pereira,Owner,5ª Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,(2) 283-2951,(2) 283-3397,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,14,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,111.2,1996-07,1996
10269,33,2.0,60,0.05,WHITC,5,1996-07-31,1996-08-14 00:00:00.000,1996-08-09 00:00:00.000,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,114.0,1996-07,1996
10269,72,27.8,20,0.05,WHITC,5,1996-07-31,1996-08-14 00:00:00.000,1996-08-09 00:00:00.000,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,White Clover Markets,Karl Jablonski,Owner,305 - 14th Ave. S. Suite 3B,Seattle,WA,98128,USA,(206) 555-4112,(206) 555-4115,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,14,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,528.1999999999999,1996-07,1996
10270,36,15.2,30,0.0,WARTH,1,1996-08-01,1996-08-29 00:00:00.000,1996-08-02 00:00:00.000,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Inlagd Sill,17,8,24 - 250 g  jars,112,0,20,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,456.0,1996-08,1996
10270,43,36.8,25,0.0,WARTH,1,1996-08-01,1996-08-29 00:00:00.000,1996-08-02 00:00:00.000,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Torikatu 38,Oulu,,90110,Finland,981-443655,981-443655,Ipoh Coffee,20,1,16 - 500 g tins,17,10,25,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,919.9999999999999,1996-08,1996
10271,33,2.0,24,0.0,SPLIR,6,1996-08-01,1996-08-29 00:00:00.000,1996-08-30 00:00:00.000,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,P.O. Box 555,Lander,WY,82520,USA,(307) 555-4680,(307) 555-6525,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,48.0,1996-08,1996
10272,20,64.8,6,0.0,RATTC,6,1996-08-02,1996-08-30 00:00:00.000,1996-08-06 00:00:00.000,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Sir Rodney's Marmalade,8,3,30 gift boxes,40,0,0,0,Confections,Desserts candies and sweet breads,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,388.79999999999995,1996-08,1996
10272,31,10.0,40,0.0,RATTC,6,1996-08-02,1996-08-30 00:00:00.000,1996-08-06 00:00:00.000,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Gorgonzola Telino,14,4,12 - 100 g pkgs,0,70,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,400.0,1996-08,1996
10272,72,27.8,24,0.0,RATTC,6,1996-08-02,1996-08-30 00:00:00.000,1996-08-06 00:00:00.000,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,2817 Milton Dr.,Albuquerque,NM,87110,USA,(505) 555-5939,(505) 555-3620,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,14,0,0,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,667.2,1996-08,1996
10273,10,24.8,24,0.05,QUICK,3,1996-08-05,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,Germany,0372-035188,,Ikura,4,8,12 - 200 ml jars,31,0,0,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,565.44,1996-08,1996
10273,31,10.0,15,0.05,QUICK,3,1996-08-05,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,Germany,0372-035188,,Gorgonzola Telino,14,4,12 - 100 g pkgs,0,70,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,142.5,1996-08,1996
10273,33,2.0,20,0.0,QUICK,3,1996-08-05,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,Germany,0372-035188,,Geitost,15,4,500 g,112,0,20,0,Dairy Products,Cheeses,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,40.0,1996-08,1996
10273,40,14.7,60,0.05,QUICK,3,1996-08-05,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,Germany,0372-035188,,Boston Crab Meat,19,8,24 - 4 oz tins,123,0,30,0,Seafood,Seaweed and fish,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,837.9,1996-08,1996
10273,76,14.4,33,0.05,QUICK,3,1996-08-05,1996-09-02 00:00:00.000,1996-08-12 00:00:00.000,3,76.07,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,QUICK-Stop,Horst Kloss,Accounting Manager,Taucherstraße 10,Cunewalde,,01307,Germany,0372-035188,,Lakkalikööri,23,1,500 ml,57,0,20,0,Beverages,Soft drinks coffees teas beers and ales,0x151C2F00020000000D000E0014002100FFFFFFFF4269746D617020496D616765005061696E742E5069637475726500010500000200000007000000504272757368000000000000000000A0290000424D98290000000000005600000028000000AC00000078000000010004000000000000000000880B0000880B0000080000,451.43999999999994,1996-08,1996
